Year,Round,Date,AwayTeam,AwayTeamScoreFT,RoundOrder,HomeTeam,HomeTeamScoreFT,Result
2020,R8,26/7/2020,Collingwood,6.9,8,West Coast,18.3,lost
2020,R9,1/8/2020,Geelong,10.4,9,West Coast,11.7,lost
2020,R1,20/3/2020,Collingwood,13.8,1,Western Bulldogs,5.4,win
2020,R12,16/8/2020,Adelaide,8.6,12,Western Bulldogs,16.15,lost
2020,R13,22/8/2020,Melbourne,7.1,13,Western Bulldogs,12.8,lost
2020,R14,28/8/2020,Geelong,10.12,14,Western Bulldogs,9.7,win
2020,R16,6/9/2020,West Coast,7.5,16,Western Bulldogs,6.13,win
2020,R3,19/6/2020,Greater Western Sydney,4.9,3,Western Bulldogs,8.9,lost
2020,R5,4/7/2020,North Melbourne,5.8,5,Western Bulldogs,13.9,lost
2020,R9,29/7/2020,Richmond,13.12,9,Western Bulldogs,7.7,win
2021,R1,20/3/2021,Geelong,13.13,1,Adelaide,15.13,lost
2021,R10,22/5/2021,Melbourne,14.11,10,Adelaide,15.6,lost
2021,R12,5/6/2021,Collingwood,12.6,12,Adelaide,10.13,win
2021,R16,3/7/2021,Brisbane Lions,17.9,16,Adelaide,8.11,win
2021,R18,18/7/2021,West Coast,14.14,18,Adelaide,8.8,win
2021,R19,24/7/2021,Hawthorn,13.5,19,Adelaide,16.6,lost
2021,R21,7/8/2021,Port Adelaide,7.13,21,Adelaide,7.9,lost
2021,R23,22/8/2021,North Melbourne,8.6,23,Adelaide,13.2,lost
2021,R3,2/4/2021,Gold Coast,12.13,3,Adelaide,14.11,lost
2021,R5,18/4/2021,Fremantle,12.12,5,Adelaide,11.6,win
2021,R7,1/5/2021,Greater Western Sydney,15.16,7,Adelaide,4.15,win
2021,R1,20/3/2021,Sydney,19.11,1,Brisbane Lions,14.1,win
2021,R10,21/5/2021,Richmond,11.8,10,Brisbane Lions,15.12,lost
2021,R11,29/5/2021,Greater Western Sydney,10.5,11,Brisbane Lions,19.15,lost
2021,R15,24/6/2021,Geelong,7.8,15,Brisbane Lions,13.16,lost
2021,R17,10/7/2021,St Kilda,14.11,17,Brisbane Lions,8.15,win
2021,R19,24/7/2021,Gold Coast,10.11,19,Brisbane Lions,17.18,lost
2021,R22,14/8/2021,Collingwood,8.9,22,Brisbane Lions,22.1,lost
2021,R23,21/8/2021,West Coast,13.9,23,Brisbane Lions,19.11,lost
2021,R5,17/4/2021,Essendon,6.9,5,Brisbane Lions,15.12,lost
2021,R7,1/5/2021,Port Adelaide,5.14,7,Brisbane Lions,13.15,lost
2021,R8,9/5/2021,Fremantle,10.11,8,Brisbane Lions,14.11,lost
2021,SF,4/9/2021,Western Bulldogs,11.13,27,Brisbane Lions,11.12,win
2021,R10,22/5/2021,Hawthorn,9.9,10,Carlton,13.8,lost
2021,R12,6/6/2021,West Coast,14.11,12,Carlton,10.13,win
2021,R15,27/6/2021,Adelaide,10.13,15,Carlton,12.11,lost
2021,R17,10/7/2021,Geelong,10.1,17,Carlton,5.14,win
2021,R19,24/7/2021,North Melbourne,18.8,19,Carlton,11.11,win
2021,R2,25/3/2021,Collingwood,16.1,2,Carlton,13.7,win
2021,R21,7/8/2021,Gold Coast,11.1,21,Carlton,8.9,win
2021,R23,21/8/2021,Greater Western Sydney,12.17,23,Carlton,11.9,win
2021,R3,4/4/2021,Fremantle,9.1,3,Carlton,16.13,lost
2021,R5,17/4/2021,Port Adelaide,15.6,5,Carlton,9.14,win
2021,R6,24/4/2021,Brisbane Lions,15.13,6,Carlton,12.13,win
2021,R1,19/3/2021,Western Bulldogs,10.9,1,Collingwood,7.11,win
2021,R10,23/5/2021,Port Adelaide,8.11,10,Collingwood,8.1,win
2021,R11,29/5/2021,Geelong,8.13,11,Collingwood,6.15,win
2021,R15,26/6/2021,Fremantle,14.7,15,Collingwood,12.7,win
2021,R16,4/7/2021,St Kilda,10.1,16,Collingwood,8.13,win
2021,R18,18/7/2021,Carlton,13.13,18,Collingwood,9.8,win
2021,R20,31/7/2021,West Coast,6.9,20,Collingwood,14.6,lost
2021,R3,1/4/2021,Brisbane Lions,11.7,3,Collingwood,11.6,win
2021,R4,10/4/2021,Greater Western Sydney,14.6,4,Collingwood,9.6,win
2021,R6,25/4/2021,Essendon,16.13,6,Collingwood,13.7,win
2021,R7,1/5/2021,Gold Coast,12.7,7,Collingwood,7.13,win
2021,R1,20/3/2021,Hawthorn,14.8,1,Essendon,13.13,win
2021,R10,23/5/2021,North Melbourne,10.9,10,Essendon,22.9,lost
2021,R12,5/6/2021,Richmond,19.9,12,Essendon,12.12,win
2021,R15,26/6/2021,Melbourne,9.14,15,Essendon,8.9,win
2021,R17,9/7/2021,Adelaide,2.9,17,Essendon,11.18,lost
2021,R19,25/7/2021,Greater Western Sydney,9.12,19,Essendon,7.11,win
2021,R20,1/8/2021,Sydney,17.7,20,Essendon,16.6,win
2021,R23,22/8/2021,Collingwood,9.1,23,Essendon,16.6,lost
2021,R3,3/4/2021,St Kilda,9.14,3,Essendon,22.11,lost
2021,R7,2/5/2021,Carlton,19.9,7,Essendon,16.11,win
2021,R9,16/5/2021,Fremantle,8.13,9,Essendon,10.8,lost
2021,R10,22/5/2021,Sydney,13.6,10,Fremantle,12.14,win
2021,R12,6/6/2021,Western Bulldogs,13.15,12,Fremantle,9.11,win
2021,R13,12/6/2021,Gold Coast,6.13,13,Fremantle,11.1,lost
2021,R16,3/7/2021,Carlton,12.8,16,Fremantle,8.16,win
2021,R18,15/7/2021,Geelong,14.16,18,Fremantle,3.13,win
2021,R2,28/3/2021,Greater Western Sydney,7.14,2,Fremantle,11.21,lost
2021,R20,1/8/2021,Richmond,6.15,20,Fremantle,7.13,lost
2021,R21,8/8/2021,Brisbane Lions,18.1,21,Fremantle,8.6,win
2021,R22,15/8/2021,West Coast,9.1,22,Fremantle,12.7,lost
2021,R4,11/4/2021,Hawthorn,12.9,4,Fremantle,13.18,lost
2021,R6,24/4/2021,North Melbourne,6.12,6,Fremantle,14.15,lost
2021,R10,22/5/2021,Gold Coast,8.9,10,Geelong,14.7,lost
2021,R14,18/6/2021,Western Bulldogs,11.12,14,Geelong,12.11,lost
2021,R16,2/7/2021,Essendon,8.9,16,Geelong,15.8,lost
2021,R19,25/7/2021,Richmond,8.9,19,Geelong,15.5,lost
2021,R2,26/3/2021,Brisbane Lions,11.14,2,Geelong,12.9,lost
2021,R21,6/8/2021,Greater Western Sydney,13.6,21,Geelong,8.17,win
2021,R22,14/8/2021,St Kilda,11.5,22,Geelong,13.7,lost
2021,R23,21/8/2021,Melbourne,12.9,23,Geelong,12.5,win
2021,R3,5/4/2021,Hawthorn,9.1,3,Geelong,10.9,lost
2021,R5,18/4/2021,North Melbourne,7.5,5,Geelong,10.17,lost
2021,R6,24/4/2021,West Coast,5.9,6,Geelong,21.1,lost
2021,SF,3/9/2021,Greater Western Sydney,10.8,27,Geelong,15.13,lost
2021,R11,29/5/2021,Hawthorn,11.1,11,Gold Coast,17.11,lost
2021,R14,19/6/2021,Port Adelaide,12.9,14,Gold Coast,4.7,win
2021,R16,1/7/2021,Richmond,10.7,16,Gold Coast,10.17,win
2021,R18,17/7/2021,Western Bulldogs,14.6,18,Gold Coast,11.13,win
2021,R2,27/3/2021,North Melbourne,5.9,2,Gold Coast,14.14,lost
2021,R20,1/8/2021,Melbourne,18.2,20,Gold Coast,4.6,win
2021,R22,15/8/2021,Essendon,14.14,22,Gold Coast,4.6,win
2021,R4,10/4/2021,Carlton,9.16,4,Gold Coast,8.11,win
2021,R6,24/4/2021,Sydney,9.6,6,Gold Coast,15.1,lost
2021,R8,8/5/2021,St Kilda,8.15,8,Gold Coast,7.12,win
2021,R9,15/5/2021,Brisbane Lions,19.1,9,Gold Coast,7.9,win
2021,R1,21/3/2021,St Kilda,13.8,1,Greater Western Sydney,11.12,win
2021,R10,23/5/2021,West Coast,11.11,10,Greater Western Sydney,13.15,lost
2021,R14,19/6/2021,Carlton,9.12,14,Greater Western Sydney,16.6,lost
2021,R15,27/6/2021,Hawthorn,13.12,15,Greater Western Sydney,11.6,win
2021,R17,11/7/2021,Gold Coast,10.5,17,Greater Western Sydney,9.1,win
2021,R18,18/7/2021,Sydney,15.8,18,Greater Western Sydney,11.6,win
2021,R20,1/8/2021,Port Adelaide,15.1,20,Greater Western Sydney,11.7,win
2021,R22,13/8/2021,Richmond,10.7,22,Greater Western Sydney,16.1,lost
2021,R3,4/4/2021,Melbourne,15.12,3,Greater Western Sydney,11.2,win
2021,R6,23/4/2021,Western Bulldogs,15.14,6,Greater Western Sydney,9.11,win
2021,R8,8/5/2021,Essendon,16.9,8,Greater Western Sydney,16.11,win
2021,R14,20/6/2021,Essendon,13.8,14,Hawthorn,10.13,win
2021,R16,3/7/2021,Port Adelaide,13.9,16,Hawthorn,7.11,win
2021,R17,10/7/2021,Fremantle,16.12,17,Hawthorn,6.1,win
2021,R2,28/3/2021,Richmond,11.12,2,Hawthorn,7.7,win
2021,R20,1/8/2021,Brisbane Lions,12.8,20,Hawthorn,14.8,lost
2021,R21,8/8/2021,Collingwood,12.6,21,Hawthorn,15.7,lost
2021,R22,14/8/2021,Western Bulldogs,5.7,22,Hawthorn,9.1,lost
2021,R5,18/4/2021,Melbourne,15.14,5,Hawthorn,8.6,win
2021,R6,25/4/2021,Adelaide,16.3,6,Hawthorn,15.12,win
2021,R8,9/5/2021,West Coast,14.14,8,Hawthorn,8.12,win
2021,R9,15/5/2021,North Melbourne,13.9,9,Hawthorn,12.8,win
2021,GF,25/9/2021,Western Bulldogs,10.6,29,Melbourne,21.14,lost
2021,PF,10/9/2021,Geelong,6.6,28,Melbourne,19.11,lost
2021,QF,28/8/2021,Brisbane Lions,9.6,26,Melbourne,13.15,lost
2021,R1,20/3/2021,Fremantle,8.1,1,Melbourne,11.14,lost
2021,R12,4/6/2021,Brisbane Lions,11.9,12,Melbourne,14.13,lost
2021,R13,14/6/2021,Collingwood,11.14,13,Melbourne,9.9,win
2021,R16,3/7/2021,Greater Western Sydney,9.1,16,Melbourne,7.13,win
2021,R18,17/7/2021,Hawthorn,12.7,18,Melbourne,11.13,win
2021,R19,24/7/2021,Western Bulldogs,13.7,19,Melbourne,9.11,win
2021,R22,15/8/2021,Adelaide,9.9,22,Melbourne,16.8,lost
2021,R4,11/4/2021,Geelong,9.6,4,Melbourne,12.13,lost
2021,R6,24/4/2021,Richmond,6.12,6,Melbourne,12.1,lost
2021,R8,8/5/2021,Sydney,8.1,8,Melbourne,10.7,lost
2021,R9,16/5/2021,Carlton,10.8,9,Melbourne,13.16,lost
2021,R1,21/3/2021,Port Adelaide,17.15,1,North Melbourne,9.11,win
2021,R13,13/6/2021,Greater Western Sydney,14.1,13,North Melbourne,14.1,draw
2021,R14,19/6/2021,Brisbane Lions,9.14,14,North Melbourne,6.9,win
2021,R15,26/6/2021,Gold Coast,9.9,15,North Melbourne,9.18,win
2021,R18,18/7/2021,Essendon,13.14,18,North Melbourne,11.8,win
2021,R20,31/7/2021,Geelong,8.14,20,North Melbourne,6.6,win
2021,R22,14/8/2021,Sydney,13.13,22,North Melbourne,12.5,win
2021,R3,2/4/2021,Western Bulldogs,25.17,3,North Melbourne,5.9,win
2021,R4,11/4/2021,Adelaide,16.13,4,North Melbourne,10.8,win
2021,R7,2/5/2021,Melbourne,16.7,7,North Melbourne,11.7,win
2021,R8,8/5/2021,Collingwood,14.1,8,North Melbourne,11.1,win
2021,PF,11/9/2021,Western Bulldogs,17.14,28,Port Adelaide,6.9,win
2021,QF,27/8/2021,Geelong,5.13,26,Port Adelaide,12.14,lost
2021,R11,30/5/2021,Fremantle,9.15,11,Port Adelaide,18.7,lost
2021,R13,10/6/2021,Geelong,17.1,13,Port Adelaide,14.7,win
2021,R15,26/6/2021,Sydney,10.11,15,Port Adelaide,12.9,lost
2021,R17,8/7/2021,Melbourne,12.14,17,Port Adelaide,8.7,win
2021,R19,23/7/2021,Collingwood,10.9,19,Port Adelaide,14.13,lost
2021,R2,27/3/2021,Essendon,9.11,2,Port Adelaide,18.11,lost
2021,R22,14/8/2021,Carlton,5.15,22,Port Adelaide,21.14,lost
2021,R4,9/4/2021,Richmond,11.11,4,Port Adelaide,11.13,lost
2021,R6,25/4/2021,St Kilda,5.9,6,Port Adelaide,14.9,lost
2021,R8,8/5/2021,Adelaide,5.8,8,Port Adelaide,12.15,lost
2021,R9,15/5/2021,Western Bulldogs,15.6,9,Port Adelaide,12.5,win
2021,R1,18/3/2021,Carlton,11.14,1,Richmond,15.15,lost
2021,R11,30/5/2021,Adelaide,12.11,11,Richmond,17.9,lost
2021,R15,25/6/2021,St Kilda,9.8,15,Richmond,2.1,win
2021,R17,11/7/2021,Collingwood,13.9,17,Richmond,11.5,win
2021,R18,16/7/2021,Brisbane Lions,13.8,18,Richmond,16.1,lost
2021,R21,7/8/2021,North Melbourne,8.8,21,Richmond,13.11,lost
2021,R23,21/8/2021,Hawthorn,12.11,23,Richmond,12.11,draw
2021,R3,3/4/2021,Sydney,17.15,3,Richmond,10.12,win
2021,R7,30/4/2021,Western Bulldogs,7.13,7,Richmond,11.11,lost
2021,R8,7/5/2021,Geelong,19.12,8,Richmond,9.9,win
2021,R9,15/5/2021,Greater Western Sydney,12.11,9,Richmond,13.9,lost
2021,R11,29/5/2021,North Melbourne,10.8,11,St Kilda,12.16,lost
2021,R13,12/6/2021,Adelaide,9.12,13,St Kilda,8.12,win
2021,R18,17/7/2021,Port Adelaide,10.14,18,St Kilda,8.13,win
2021,R2,27/3/2021,Melbourne,12.19,2,St Kilda,11.7,win
2021,R20,30/7/2021,Carlton,18.4,20,St Kilda,12.9,win
2021,R21,7/8/2021,Sydney,10.4,21,St Kilda,14.9,lost
2021,R23,22/8/2021,Fremantle,6.13,23,St Kilda,17.5,lost
2021,R4,10/4/2021,West Coast,13.4,4,St Kilda,15.12,lost
2021,R5,15/4/2021,Richmond,20.14,5,St Kilda,7.6,win
2021,R7,1/5/2021,Hawthorn,9.5,7,St Kilda,19.14,lost
2021,R9,14/5/2021,Geelong,10.8,9,St Kilda,5.17,win
2021,EF,28/8/2021,Greater Western Sydney,11.8,25,Sydney,10.13,win
2021,R11,30/5/2021,Carlton,11.12,11,Sydney,15.1,lost
2021,R12,5/6/2021,St Kilda,12.11,12,Sydney,13.14,lost
2021,R13,11/6/2021,Hawthorn,14.5,13,Sydney,7.9,win
2021,R16,4/7/2021,West Coast,3.8,16,Sydney,18.1,lost
2021,R19,25/7/2021,Fremantle,8.1,19,Sydney,14.14,lost
2021,R2,27/3/2021,Adelaide,11.22,2,Sydney,18.13,lost
2021,R23,21/8/2021,Gold Coast,6.13,23,Sydney,21.1,lost
2021,R4,8/4/2021,Essendon,12.8,4,Sydney,11.17,win
2021,R5,17/4/2021,Greater Western Sydney,9.17,5,Sydney,10.9,lost
2021,R7,1/5/2021,Geelong,12.16,7,Sydney,14.6,lost
2021,R9,15/5/2021,Collingwood,5.12,9,Sydney,10.12,lost
2021,R1,21/3/2021,Gold Coast,8.1,1,West Coast,12.11,lost
2021,R11,29/5/2021,Essendon,12.15,11,West Coast,11.5,win
2021,R13,13/6/2021,Richmond,12.9,13,West Coast,13.7,lost
2021,R15,27/6/2021,Western Bulldogs,13.2,15,West Coast,6.7,win
2021,R17,12/7/2021,North Melbourne,10.1,17,West Coast,8.12,win
2021,R19,24/7/2021,St Kilda,13.8,19,West Coast,14.1,lost
2021,R21,9/8/2021,Melbourne,10.12,21,West Coast,9.9,win
2021,R3,3/4/2021,Port Adelaide,11.5,3,West Coast,16.12,lost
2021,R5,16/4/2021,Collingwood,11.1,5,West Coast,16.7,lost
2021,R7,2/5/2021,Fremantle,11.7,7,West Coast,20.12,lost
2021,R9,16/5/2021,Adelaide,11.1,9,West Coast,16.1,lost
2021,EF,29/8/2021,Essendon,4.12,25,Western Bulldogs,13.7,lost
2021,R10,22/5/2021,St Kilda,5.3,10,Western Bulldogs,21.18,lost
2021,R11,28/5/2021,Melbourne,13.9,11,Western Bulldogs,8.11,win
2021,R16,4/7/2021,North Melbourne,11.13,16,Western Bulldogs,16.12,lost
2021,R17,11/7/2021,Sydney,11.13,17,Western Bulldogs,8.12,win
2021,R2,28/3/2021,West Coast,14.9,2,Western Bulldogs,14.16,win
2021,R20,31/7/2021,Adelaide,8.8,20,Western Bulldogs,15.15,lost
2021,R21,8/8/2021,Essendon,15.7,21,Western Bulldogs,12.12,win
2021,R23,20/8/2021,Port Adelaide,9.12,23,Western Bulldogs,10.4,lost
2021,R4,10/4/2021,Brisbane Lions,8.6,4,Western Bulldogs,10.13,lost
2021,R5,17/4/2021,Gold Coast,8.8,5,Western Bulldogs,17.16,lost
2021,R8,9/5/2021,Carlton,13.13,8,Western Bulldogs,16.11,lost
2022,R1,20/3/2022,Fremantle,11.17,1,Adelaide,12.1,lost
2022,R10,21/5/2022,St Kilda,14.6,10,Adelaide,9.15,win
2022,R12,4/6/2022,West Coast,8.9,12,Adelaide,13.1,lost
2022,R16,2/7/2022,Melbourne,14.1,16,Adelaide,10.5,win
2022,R18,16/7/2022,Collingwood,14.7,18,Adelaide,13.8,win
2022,R20,30/7/2022,Carlton,8.7,20,Adelaide,12.12,lost
2022,R22,13/8/2022,North Melbourne,10.14,22,Adelaide,15.13,lost
2022,R3,1/4/2022,Port Adelaide,13.14,3,Adelaide,15.6,lost
2022,R5,16/4/2022,Richmond,12.1,5,Adelaide,15.11,lost
2022,R7,30/4/2022,Greater Western Sydney,17.11,7,Adelaide,8.6,win
2022,R9,14/5/2022,Brisbane Lions,16.6,9,Adelaide,9.12,win
2022,EF,1/9/2022,Richmond,16.8,25,Brisbane Lions,16.1,win
2022,R1,19/3/2022,Port Adelaide,10.9,1,Brisbane Lions,11.14,lost
2022,R11,28/5/2022,Greater Western Sydney,15.6,11,Brisbane Lions,16.14,lost
2022,R13,11/6/2022,St Kilda,8.9,13,Brisbane Lions,10.18,lost
2022,R16,30/6/2022,Western Bulldogs,9.13,16,Brisbane Lions,16.12,lost
2022,R17,10/7/2022,Essendon,15.1,17,Brisbane Lions,13.12,win
2022,R19,23/7/2022,Gold Coast,14.9,19,Brisbane Lions,16.14,lost
2022,R21,7/8/2022,Carlton,12.9,21,Brisbane Lions,17.12,lost
2022,R23,19/8/2022,Melbourne,18.7,23,Brisbane Lions,8.9,win
2022,R3,2/4/2022,North Melbourne,7.6,3,Brisbane Lions,23.18,lost
2022,R5,14/4/2022,Collingwood,14.7,5,Brisbane Lions,15.8,lost
2022,R8,7/5/2022,West Coast,4.6,8,Brisbane Lions,16.9,lost
2022,R1,17/3/2022,Richmond,11.1,1,Carlton,14.17,lost
2022,R10,20/5/2022,Sydney,13.9,10,Carlton,15.12,lost
2022,R15,25/6/2022,Fremantle,7.8,15,Carlton,12.9,lost
2022,R16,1/7/2022,St Kilda,14.9,16,Carlton,10.18,win
2022,R18,16/7/2022,Geelong,12.13,18,Carlton,8.7,win
2022,R19,24/7/2022,Greater Western Sydney,8.6,19,Carlton,13.12,lost
2022,R23,21/8/2022,Collingwood,11.9,23,Carlton,10.14,win
2022,R3,3/4/2022,Hawthorn,11.7,3,Carlton,11.8,lost
2022,R5,17/4/2022,Port Adelaide,13.13,5,Carlton,14.1,lost
2022,R7,30/4/2022,North Melbourne,10.4,7,Carlton,17.12,lost
2022,R8,8/5/2022,Adelaide,10.8,8,Carlton,17.14,lost
2022,R11,29/5/2022,Carlton,11.9,11,Collingwood,11.13,win
2022,R13,13/6/2022,Melbourne,8.8,13,Collingwood,12.1,lost
2022,R15,26/6/2022,Greater Western Sydney,12.5,15,Collingwood,11.22,win
2022,R17,9/7/2022,North Melbourne,12.9,17,Collingwood,13.1,lost
2022,R19,24/7/2022,Essendon,11.1,19,Collingwood,12.8,lost
2022,R2,26/3/2022,Adelaide,8.1,2,Collingwood,15.1,lost
2022,R20,30/7/2022,Port Adelaide,12.1,20,Collingwood,13.1,lost
2022,R3,2/4/2022,Geelong,16.8,3,Collingwood,13.13,win
2022,R4,9/4/2022,West Coast,14.3,4,Collingwood,10.14,win
2022,R7,1/5/2022,Gold Coast,14.6,7,Collingwood,17.13,lost
2022,R9,13/5/2022,Western Bulldogs,14.15,9,Collingwood,7.9,win
2022,SF,10/9/2022,Fremantle,9.5,27,Collingwood,11.13,lost
2022,R13,10/6/2022,Carlton,12.8,13,Essendon,7.12,win
2022,R16,2/7/2022,Sydney,12.14,16,Essendon,15.5,lost
2022,R18,17/7/2022,Gold Coast,8.7,18,Essendon,14.19,lost
2022,R2,26/3/2022,Brisbane Lions,15.7,2,Essendon,10.15,win
2022,R20,31/7/2022,North Melbourne,9.12,20,Essendon,17.12,lost
2022,R22,14/8/2022,Port Adelaide,23.8,22,Essendon,9.8,win
2022,R23,20/8/2022,Richmond,21.15,23,Essendon,11.9,win
2022,R4,10/4/2022,Adelaide,15.9,4,Essendon,15.13,win
2022,R5,17/4/2022,Fremantle,16.11,5,Essendon,8.11,win
2022,R6,25/4/2022,Collingwood,15.3,6,Essendon,12.1,win
2022,R8,7/5/2022,Hawthorn,11.15,8,Essendon,16.12,lost
2022,EF,3/9/2022,Western Bulldogs,8.12,25,Fremantle,11.7,lost
2022,R10,22/5/2022,Collingwood,12.8,10,Fremantle,6.8,win
2022,R12,5/6/2022,Brisbane Lions,13.7,12,Fremantle,15.9,lost
2022,R13,11/6/2022,Hawthorn,12.1,13,Fremantle,14.11,lost
2022,R16,3/7/2022,Port Adelaide,14.7,16,Fremantle,15.9,lost
2022,R18,16/7/2022,Sydney,11.16,18,Fremantle,9.11,win
2022,R2,27/3/2022,St Kilda,9.11,2,Fremantle,8.7,win
2022,R20,29/7/2022,Melbourne,12.13,20,Fremantle,5.9,win
2022,R22,13/8/2022,West Coast,7.5,22,Fremantle,9.17,lost
2022,R4,9/4/2022,Greater Western Sydney,8.6,4,Fremantle,13.1,lost
2022,R6,23/4/2022,Carlton,9.8,6,Fremantle,14.13,lost
2022,R8,6/5/2022,North Melbourne,3.6,8,Fremantle,15.12,lost
2022,GF,24/9/2022,Sydney,8.4,29,Geelong,20.13,lost
2022,PF,16/9/2022,Brisbane Lions,7.7,28,Geelong,18.12,lost
2022,QF,3/9/2022,Collingwood,10.12,26,Geelong,11.12,lost
2022,R1,19/3/2022,Essendon,11.6,1,Geelong,20.18,lost
2022,R10,21/5/2022,Port Adelaide,7.5,10,Geelong,11.16,lost
2022,R11,28/5/2022,Adelaide,7.13,11,Geelong,15.7,lost
2022,R15,25/6/2022,Richmond,13.8,15,Geelong,13.11,win
2022,R16,2/7/2022,North Melbourne,5.2,16,Geelong,21.18,lost
2022,R17,7/7/2022,Melbourne,9.9,17,Geelong,12.19,lost
2022,R20,30/7/2022,Western Bulldogs,9.12,20,Geelong,14.1,lost
2022,R21,6/8/2022,St Kilda,10.5,21,Geelong,17.8,lost
2022,R23,20/8/2022,West Coast,7.4,23,Geelong,19.17,lost
2022,R4,8/4/2022,Brisbane Lions,11.4,4,Geelong,11.14,win
2022,R7,30/4/2022,Fremantle,10.9,7,Geelong,10.6,win
2022,R11,28/5/2022,Hawthorn,7.12,11,Gold Coast,18.13,lost
2022,R12,4/6/2022,North Melbourne,7.5,12,Gold Coast,15.19,lost
2022,R14,19/6/2022,Adelaide,10.13,14,Gold Coast,18.8,lost
2022,R16,2/7/2022,Collingwood,9.13,16,Gold Coast,8.14,win
2022,R17,9/7/2022,Richmond,13.14,17,Gold Coast,14.1,lost
2022,R2,26/3/2022,Melbourne,12.1,2,Gold Coast,10.9,win
2022,R20,31/7/2022,West Coast,16.8,20,Gold Coast,16.11,win
2022,R22,13/8/2022,Geelong,18.11,22,Gold Coast,9.5,win
2022,R4,10/4/2022,Carlton,8.14,4,Gold Coast,13.14,lost
2022,R6,24/4/2022,Brisbane Lions,21.6,6,Gold Coast,11.14,win
2022,R9,15/5/2022,Fremantle,4.9,9,Gold Coast,10.9,lost
2022,R1,19/3/2022,Sydney,17.1,1,Greater Western Sydney,13.14,win
2022,R10,22/5/2022,West Coast,13.8,10,Greater Western Sydney,21.12,lost
2022,R14,18/6/2022,Western Bulldogs,19.11,14,Greater Western Sydney,16.9,win
2022,R16,3/7/2022,Hawthorn,7.8,16,Greater Western Sydney,11.6,lost
2022,R18,16/7/2022,Brisbane Lions,15.9,18,Greater Western Sydney,9.5,win
2022,R21,6/8/2022,Essendon,10.9,21,Greater Western Sydney,14.12,lost
2022,R23,20/8/2022,Fremantle,13.11,23,Greater Western Sydney,10.9,win
2022,R3,2/4/2022,Gold Coast,8.9,3,Greater Western Sydney,12.11,lost
2022,R6,22/4/2022,St Kilda,10.17,6,Greater Western Sydney,8.12,win
2022,R8,7/5/2022,Geelong,12.16,8,Greater Western Sydney,4.11,win
2022,R9,15/5/2022,Carlton,15.15,9,Greater Western Sydney,11.9,win
2022,R1,20/3/2022,North Melbourne,8.1,1,Hawthorn,11.12,lost
2022,R10,22/5/2022,Brisbane Lions,17.1,10,Hawthorn,18.9,lost
2022,R12,5/6/2022,Collingwood,10.12,12,Hawthorn,10.8,lost
2022,R17,10/7/2022,Adelaide,8.6,17,Hawthorn,13.8,lost
2022,R18,17/7/2022,West Coast,12.5,18,Hawthorn,15.12,lost
2022,R21,6/8/2022,Gold Coast,8.15,21,Hawthorn,10.1,lost
2022,R23,21/8/2022,Western Bulldogs,12.15,23,Hawthorn,10.4,win
2022,R4,10/4/2022,St Kilda,22.1,4,Hawthorn,10.13,win
2022,R5,18/4/2022,Geelong,11.14,5,Hawthorn,14.8,lost
2022,R6,25/4/2022,Sydney,16.13,6,Hawthorn,10.8,win
2022,R9,14/5/2022,Richmond,17.15,9,Hawthorn,14.1,win
2022,QF,2/9/2022,Sydney,14.7,26,Melbourne,10.9,win
2022,R1,16/3/2022,Western Bulldogs,11.5,1,Melbourne,14.13,lost
2022,R11,28/5/2022,Fremantle,14.1,11,Melbourne,7.14,win
2022,R12,4/6/2022,Sydney,10.13,12,Melbourne,9.7,win
2022,R15,23/6/2022,Brisbane Lions,7.11,15,Melbourne,16.21,lost
2022,R18,17/7/2022,Port Adelaide,10.9,18,Melbourne,12.11,lost
2022,R21,5/8/2022,Collingwood,15.6,21,Melbourne,13.11,win
2022,R22,13/8/2022,Carlton,10.14,22,Melbourne,11.13,lost
2022,R3,1/4/2022,Essendon,10.1,3,Melbourne,14.15,lost
2022,R5,16/4/2022,Greater Western Sydney,7.11,5,Melbourne,19.6,lost
2022,R7,30/4/2022,Hawthorn,11.15,7,Melbourne,13.13,lost
2022,R8,8/5/2022,St Kilda,8.7,8,Melbourne,14.9,lost
2022,SF,9/9/2022,Brisbane Lions,14.8,27,Melbourne,11.13,win
2022,R10,21/5/2022,Melbourne,14.16,10,North Melbourne,8.5,win
2022,R13,12/6/2022,Greater Western Sydney,15.12,13,North Melbourne,7.11,win
2022,R15,26/6/2022,Adelaide,17.13,15,North Melbourne,8.1,win
2022,R18,16/7/2022,Richmond,11.22,18,North Melbourne,14.8,lost
2022,R19,23/7/2022,Hawthorn,19.7,19,North Melbourne,11.9,win
2022,R2,27/3/2022,West Coast,8.11,2,North Melbourne,10.14,lost
2022,R21,7/8/2022,Sydney,18.18,21,North Melbourne,13.1,win
2022,R23,20/8/2022,Gold Coast,16.18,23,North Melbourne,6.11,win
2022,R5,15/4/2022,Western Bulldogs,21.13,5,North Melbourne,11.5,win
2022,R6,24/4/2022,Geelong,17.19,6,North Melbourne,9.7,win
2022,R9,14/5/2022,Port Adelaide,17.13,9,North Melbourne,6.1,win
2022,R11,29/5/2022,Essendon,6.14,11,Port Adelaide,9.12,lost
2022,R14,18/6/2022,Sydney,8.11,14,Port Adelaide,12.1,lost
2022,R15,26/6/2022,Gold Coast,13.13,15,Port Adelaide,13.15,lost
