Year,Round,Date,AwayTeam,AwayTeamScoreFT,RoundOrder,HomeTeam,HomeTeamScoreFT,Result
2013,R17,21/7/2013,Fremantle,8.9,17,Richmond,12.12,lost
2013,R20,10/8/2013,Brisbane Lions,11.8,20,Richmond,14.13,lost
2013,R21,17/8/2013,Carlton,16.1,21,Richmond,14.12,win
2013,R3,14/4/2013,Western Bulldogs,10.8,3,Richmond,20.15,lost
2013,R4,20/4/2013,Collingwood,16.17,4,Richmond,11.13,win
2013,R6,4/5/2013,Geelong,20.11,6,Richmond,13.9,win
2013,R8,19/5/2013,Melbourne,11.6,8,Richmond,15.16,lost
2013,R9,25/5/2013,Essendon,13.13,9,Richmond,9.8,win
2013,R11,9/6/2013,West Coast,12.12,11,St Kilda,11.14,win
2013,R13,22/6/2013,Melbourne,10.9,13,St Kilda,16.8,lost
2013,R17,20/7/2013,Port Adelaide,14.13,17,St Kilda,13.14,win
2013,R2,5/4/2013,Richmond,14.15,2,St Kilda,12.1,win
2013,R20,9/8/2013,Hawthorn,14.18,20,St Kilda,7.14,win
2013,R22,25/8/2013,Gold Coast,10.1,22,St Kilda,17.14,lost
2013,R23,31/8/2013,Fremantle,6.5,23,St Kilda,16.16,lost
2013,R4,20/4/2013,Essendon,19.14,4,St Kilda,13.13,win
2013,R5,25/4/2013,Sydney,11.13,5,St Kilda,9.9,win
2013,R7,13/5/2013,Carlton,9.14,7,St Kilda,11.11,lost
2013,R9,25/5/2013,Western Bulldogs,17.8,9,St Kilda,15.11,win
2013,R10,1/6/2013,Essendon,10.11,10,Sydney,17.13,lost
2013,R14,28/6/2013,Carlton,5.13,14,Sydney,8.17,lost
2013,R16,14/7/2013,Greater Western Sydney,5.12,16,Sydney,24.27,lost
2013,R18,28/7/2013,Richmond,9.9,18,Sydney,16.14,lost
2013,R2,6/4/2013,Gold Coast,11.7,2,Sydney,17.12,lost
2013,R20,10/8/2013,Collingwood,14.16,20,Sydney,10.11,win
2013,R21,18/8/2013,St Kilda,8.11,21,Sydney,18.1,lost
2013,R23,30/8/2013,Hawthorn,17.1,23,Sydney,16.4,win
2013,R4,19/4/2013,Geelong,19.1,4,Sydney,16.7,win
2013,R6,5/5/2013,Brisbane Lions,8.7,6,Sydney,17.13,lost
2013,R8,18/5/2013,Fremantle,9.16,8,Sydney,11.4,lost
2013,SF,14/9/2013,Carlton,8.14,27,Sydney,13.8,lost
2013,R10,3/6/2013,Richmond,16.7,10,West Coast,8.14,win
2013,R14,27/6/2013,Essendon,15.8,14,West Coast,13.13,win
2013,R16,14/7/2013,Fremantle,19.7,16,West Coast,14.9,win
2013,R17,21/7/2013,Sydney,17.11,17,West Coast,11.13,win
2013,R19,3/8/2013,Gold Coast,17.11,19,West Coast,20.1,lost
2013,R2,7/4/2013,Hawthorn,23.1,2,West Coast,15.8,win
2013,R21,17/8/2013,Geelong,16.11,21,West Coast,6.5,win
2013,R23,31/8/2013,Adelaide,19.15,23,West Coast,5.13,win
2013,R4,20/4/2013,Carlton,12.17,4,West Coast,7.23,win
2013,R6,5/5/2013,Western Bulldogs,10.7,6,West Coast,21.11,lost
2013,R8,17/5/2013,North Melbourne,13.1,8,West Coast,12.18,win
2013,R1,30/3/2013,Brisbane Lions,7.17,1,Western Bulldogs,19.13,lost
2013,R10,1/6/2013,Port Adelaide,8.1,10,Western Bulldogs,10.7,lost
2013,R13,22/6/2013,Richmond,17.19,13,Western Bulldogs,8.13,win
2013,R16,14/7/2013,Essendon,18.13,16,Western Bulldogs,14.6,win
2013,R18,28/7/2013,West Coast,13.11,18,Western Bulldogs,16.15,lost
2013,R19,4/8/2013,Sydney,21.8,19,Western Bulldogs,15.9,win
2013,R2,6/4/2013,Fremantle,16.1,2,Western Bulldogs,11.12,win
2013,R21,18/8/2013,Adelaide,17.12,21,Western Bulldogs,20.11,lost
2013,R23,1/9/2013,Melbourne,13.9,23,Western Bulldogs,16.11,lost
2013,R5,27/4/2013,Geelong,15.17,5,Western Bulldogs,13.8,win
2013,R7,11/5/2013,North Melbourne,22.19,7,Western Bulldogs,15.7,win
2014,R11,1/6/2014,Gold Coast,11.11,11,Adelaide,16.13,lost
2014,R13,14/6/2014,North Melbourne,10.13,13,Adelaide,16.13,lost
2014,R15,29/6/2014,Port Adelaide,10.16,15,Adelaide,14.15,lost
2014,R17,11/7/2014,Hawthorn,15.14,17,Adelaide,14.8,win
2014,R19,2/8/2014,West Coast,20.16,19,Adelaide,16.9,win
2014,R21,16/8/2014,Richmond,10.19,21,Adelaide,9.15,win
2014,R23,31/8/2014,St Kilda,9.8,23,Adelaide,22.9,lost
2014,R3,5/4/2014,Sydney,21.8,3,Adelaide,9.17,win
2014,R5,20/4/2014,Greater Western Sydney,10.12,5,Adelaide,21.11,lost
2014,R7,3/5/2014,Melbourne,11.4,7,Adelaide,9.13,win
2014,R9,15/5/2014,Collingwood,7.13,9,Adelaide,10.16,lost
2014,R11,31/5/2014,Carlton,13.13,11,Brisbane Lions,14.14,lost
2014,R13,14/6/2014,Greater Western Sydney,19.11,13,Brisbane Lions,12.8,win
2014,R15,28/6/2014,North Melbourne,9.12,15,Brisbane Lions,10.1,lost
2014,R17,12/7/2014,West Coast,11.1,17,Brisbane Lions,9.1,win
2014,R18,26/7/2014,Gold Coast,8.8,18,Brisbane Lions,16.14,lost
2014,R2,30/3/2014,Geelong,13.15,2,Brisbane Lions,10.8,win
2014,R20,10/8/2014,Adelaide,25.18,20,Brisbane Lions,9.9,win
2014,R22,24/8/2014,Fremantle,15.16,22,Brisbane Lions,6.12,win
2014,R5,17/4/2014,Richmond,15.16,5,Brisbane Lions,9.9,win
2014,R7,3/5/2014,Sydney,18.15,7,Brisbane Lions,6.8,win
2014,R8,10/5/2014,Essendon,9.11,8,Brisbane Lions,8.9,win
2014,R1,16/3/2014,Port Adelaide,18.12,1,Carlton,12.15,win
2014,R10,25/5/2014,Adelaide,10.16,10,Carlton,12.9,lost
2014,R13,13/6/2014,Hawthorn,18.1,13,Carlton,13.12,win
2014,R16,6/7/2014,St Kilda,10.6,16,Carlton,24.7,lost
2014,R18,18/7/2014,North Melbourne,13.8,18,Carlton,16.13,lost
2014,R20,9/8/2014,Gold Coast,8.1,20,Carlton,14.13,lost
2014,R21,15/8/2014,Geelong,11.16,21,Carlton,11.1,win
2014,R23,30/8/2014,Essendon,13.12,23,Carlton,14.6,lost
2014,R4,12/4/2014,Melbourne,12.9,4,Carlton,7.16,win
2014,R6,26/4/2014,West Coast,12.17,6,Carlton,14.8,lost
2014,R7,2/5/2014,Collingwood,14.2,7,Carlton,10.1,win
2014,R1,14/3/2014,Fremantle,17.14,1,Collingwood,5.16,win
2014,R10,24/5/2014,West Coast,15.11,10,Collingwood,17.7,lost
2014,R13,15/6/2014,Western Bulldogs,16.1,13,Collingwood,15.8,win
2014,R15,29/6/2014,Carlton,11.1,15,Collingwood,13.13,lost
2014,R18,27/7/2014,Adelaide,14.14,18,Collingwood,12.1,win
2014,R19,3/8/2014,Port Adelaide,10.1,19,Collingwood,11.1,lost
2014,R21,16/8/2014,Brisbane Lions,18.15,21,Collingwood,8.8,win
2014,R23,29/8/2014,Hawthorn,18.13,23,Collingwood,8.8,win
2014,R3,5/4/2014,Geelong,12.15,3,Collingwood,11.1,win
2014,R5,19/4/2014,North Melbourne,8.1,5,Collingwood,13.15,lost
2014,R6,25/4/2014,Essendon,8.12,6,Collingwood,12.11,lost
2014,R11,31/5/2014,Richmond,7.12,11,Essendon,15.14,lost
2014,R13,15/6/2014,Melbourne,12.6,13,Essendon,10.17,win
2014,R14,21/6/2014,Adelaide,14.8,14,Essendon,15.11,lost
2014,R17,13/7/2014,Collingwood,5.9,17,Essendon,16.7,lost
2014,R2,28/3/2014,Hawthorn,13.12,2,Essendon,12.14,win
2014,R21,16/8/2014,West Coast,11.8,21,Essendon,11.11,win
2014,R22,23/8/2014,Gold Coast,13.11,22,Essendon,16.12,lost
2014,R3,6/4/2014,Carlton,8.9,3,Essendon,21.12,lost
2014,R5,19/4/2014,St Kilda,11.15,5,Essendon,9.11,win
2014,R7,3/5/2014,Western Bulldogs,9.11,7,Essendon,10.13,lost
2014,R9,16/5/2014,Sydney,18.6,9,Essendon,9.1,win
2014,R12,8/6/2014,Adelaide,7.8,12,Fremantle,12.18,lost
2014,R14,21/6/2014,Brisbane Lions,3.4,14,Fremantle,15.15,lost
2014,R15,28/6/2014,West Coast,11.15,15,Fremantle,13.1,lost
2014,R17,13/7/2014,Greater Western Sydney,9.6,17,Fremantle,21.1,lost
2014,R19,31/7/2014,Carlton,11.12,19,Fremantle,12.11,lost
2014,R2,29/3/2014,Gold Coast,5.9,2,Fremantle,12.15,lost
2014,R21,17/8/2014,Hawthorn,13.13,21,Fremantle,17.8,lost
2014,R23,30/8/2014,Port Adelaide,14.13,23,Fremantle,16.9,lost
2014,R4,13/4/2014,Essendon,9.6,4,Fremantle,18.5,lost
2014,R6,25/4/2014,North Melbourne,10.14,6,Fremantle,8.13,win
2014,R9,17/5/2014,Geelong,9.1,9,Fremantle,13.18,lost
2014,SF,13/9/2014,Port Adelaide,15.15,27,Fremantle,11.17,win
2014,R1,20/3/2014,Adelaide,12.9,1,Geelong,18.11,lost
2014,R10,23/5/2014,North Melbourne,13.13,10,Geelong,16.15,lost
2014,R12,6/6/2014,Carlton,15.12,12,Geelong,16.11,lost
2014,R13,15/6/2014,St Kilda,5.7,13,Geelong,20.13,lost
2014,R15,27/6/2014,Essendon,11.14,15,Geelong,13.11,lost
2014,R16,6/7/2014,Western Bulldogs,7.14,16,Geelong,10.9,lost
2014,R20,9/8/2014,Fremantle,11.13,20,Geelong,12.9,lost
2014,R23,30/8/2014,Brisbane Lions,12.9,23,Geelong,21.17,lost
2014,R4,12/4/2014,West Coast,4.8,4,Geelong,16.11,lost
2014,R5,21/4/2014,Hawthorn,12.15,5,Geelong,15.16,lost
2014,R7,4/5/2014,Richmond,12.4,7,Geelong,11.15,win
2014,SF,12/9/2014,North Melbourne,14.14,27,Geelong,13.14,win
2014,R1,15/3/2014,Richmond,10.9,1,Gold Coast,12.15,lost
2014,R10,25/5/2014,Western Bulldogs,10.14,10,Gold Coast,18.11,lost
2014,R12,8/6/2014,Sydney,17.7,12,Gold Coast,10.14,win
2014,R14,21/6/2014,Geelong,11.12,14,Gold Coast,17.16,lost
2014,R16,5/7/2014,Collingwood,10.15,16,Gold Coast,11.14,lost
2014,R19,2/8/2014,St Kilda,9.1,19,Gold Coast,17.15,lost
2014,R21,16/8/2014,Port Adelaide,7.14,21,Gold Coast,7.5,lost
2014,R23,31/8/2014,West Coast,23.13,23,Gold Coast,15.9,win
2014,R3,5/4/2014,Brisbane Lions,9.7,3,Gold Coast,17.12,lost
2014,R4,12/4/2014,Hawthorn,23.1,4,Gold Coast,7.7,win
2014,R6,26/4/2014,Greater Western Sydney,13.16,6,Gold Coast,20.14,lost
2014,R1,15/3/2014,Sydney,9.13,1,Greater Western Sydney,15.9,lost
2014,R10,24/5/2014,Richmond,24.1,10,Greater Western Sydney,5.11,win
2014,R12,7/6/2014,Essendon,11.15,12,Greater Western Sydney,9.12,win
2014,R14,22/6/2014,Carlton,14.8,14,Greater Western Sydney,15.1,lost
2014,R16,5/7/2014,Adelaide,20.2,16,Greater Western Sydney,9.18,win
2014,R18,19/7/2014,Geelong,13.16,18,Greater Western Sydney,12.15,win
2014,R20,9/8/2014,North Melbourne,19.12,20,Greater Western Sydney,7.9,win
2014,R22,23/8/2014,Collingwood,11.9,22,Greater Western Sydney,9.13,win
2014,R3,6/4/2014,Melbourne,7.5,3,Greater Western Sydney,10.19,lost
2014,R4,12/4/2014,Western Bulldogs,17.8,4,Greater Western Sydney,12.11,win
2014,R7,3/5/2014,Port Adelaide,20.12,7,Greater Western Sydney,15.7,win
2014,PF,20/9/2014,Port Adelaide,13.16,28,Hawthorn,15.7,lost
2014,QF,5/9/2014,Geelong,10.8,26,Hawthorn,15.14,lost
2014,R1,22/3/2014,Brisbane Lions,13.13,1,Hawthorn,21.13,lost
2014,R11,1/6/2014,Greater Western Sydney,13.9,11,Hawthorn,14.1,lost
2014,R12,7/6/2014,West Coast,12.7,12,Hawthorn,19.9,lost
2014,R14,21/6/2014,Collingwood,13.8,14,Hawthorn,17.13,lost
2014,R15,28/6/2014,Gold Coast,10.3,15,Hawthorn,17.14,lost
2014,R18,26/7/2014,Sydney,13.16,18,Hawthorn,15.14,lost
2014,R19,3/8/2014,Western Bulldogs,6.9,19,Hawthorn,16.11,lost
2014,R20,9/8/2014,Melbourne,9.11,20,Hawthorn,17.13,lost
2014,R22,23/8/2014,Geelong,11.5,22,Hawthorn,14.1,lost
2014,R3,4/4/2014,Fremantle,11.13,3,Hawthorn,21.11,lost
2014,R7,3/5/2014,St Kilda,4.6,7,Hawthorn,27.13,lost
2014,R11,31/5/2014,Port Adelaide,14.11,11,Melbourne,11.9,win
2014,R12,9/6/2014,Collingwood,8.13,12,Melbourne,3.1,win
2014,R14,22/6/2014,North Melbourne,15.17,14,Melbourne,10.6,win
2014,R16,5/7/2014,Fremantle,15.7,16,Melbourne,4.1,win
2014,R17,12/7/2014,Geelong,14.18,17,Melbourne,5.6,win
2014,R19,3/8/2014,Brisbane Lions,11.8,19,Melbourne,6.15,win
2014,R2,30/3/2014,West Coast,18.15,2,Melbourne,4.6,win
2014,R21,17/8/2014,Greater Western Sydney,15.8,21,Melbourne,3.16,win
2014,R5,20/4/2014,Gold Coast,11.2,5,Melbourne,11.12,win
2014,R6,26/4/2014,Sydney,9.15,6,Melbourne,5.8,win
2014,R8,10/5/2014,Western Bulldogs,15.9,8,Melbourne,12.11,win
2014,EF,6/9/2014,Essendon,12.9,25,North Melbourne,14.9,lost
2014,R1,21/3/2014,Essendon,15.9,1,North Melbourne,9.6,win
2014,R12,8/6/2014,Richmond,13.1,12,North Melbourne,17.14,lost
2014,R16,4/7/2014,Hawthorn,13.1,16,North Melbourne,16.12,lost
2014,R17,12/7/2014,St Kilda,3.15,17,North Melbourne,13.14,lost
2014,R19,2/8/2014,Geelong,16.15,19,North Melbourne,10.19,win
2014,R21,17/8/2014,Western Bulldogs,8.13,21,North Melbourne,17.9,lost
2014,R22,23/8/2014,Adelaide,13.16,22,North Melbourne,14.17,lost
2014,R23,30/8/2014,Melbourne,14.9,23,North Melbourne,19.9,lost
2014,R3,6/4/2014,Port Adelaide,13.12,3,North Melbourne,14.13,lost
2014,R7,4/5/2014,Gold Coast,18.12,7,North Melbourne,11.11,win
2014,R9,17/5/2014,Brisbane Lions,6.2,9,North Melbourne,17.23,lost
2014,EF,7/9/2014,Richmond,11.9,25,Port Adelaide,20.12,lost
2014,R10,24/5/2014,Hawthorn,13.8,10,Port Adelaide,15.1,lost
2014,R12,7/6/2014,St Kilda,9.5,12,Port Adelaide,19.15,lost
2014,R14,21/6/2014,Western Bulldogs,8.8,14,Port Adelaide,19.14,lost
2014,R16,5/7/2014,Essendon,8.14,16,Port Adelaide,7.18,win
2014,R18,20/7/2014,Melbourne,10.9,18,Port Adelaide,10.12,win
2014,R2,29/3/2014,Adelaide,11.7,2,Port Adelaide,19.13,lost
2014,R20,9/8/2014,Sydney,12.12,20,Port Adelaide,7.16,win
2014,R22,22/8/2014,Carlton,5.7,22,Port Adelaide,20.2,lost
2014,R4,12/4/2014,Brisbane Lions,7.4,4,Port Adelaide,24.15,lost
2014,R6,27/4/2014,Geelong,9.13,6,Port Adelaide,16.11,lost
2014,R8,10/5/2014,Fremantle,11.1,8,Port Adelaide,13.16,lost
2014,R13,14/6/2014,Fremantle,16.9,13,Richmond,12.13,win
2014,R14,20/6/2014,Sydney,9.8,14,Richmond,7.9,win
2014,R16,5/7/2014,Brisbane Lions,7.12,16,Richmond,12.7,lost
2014,R17,13/7/2014,Port Adelaide,16.1,17,Richmond,19.12,lost
2014,R19,2/8/2014,Greater Western Sydney,8.14,19,Richmond,13.11,lost
2014,R2,27/3/2014,Carlton,12.14,2,Richmond,14.14,lost
2014,R20,8/8/2014,Essendon,11.11,20,Richmond,14.11,lost
2014,R22,24/8/2014,St Kilda,10.12,22,Richmond,15.8,lost
2014,R4,11/4/2014,Collingwood,16.14,4,Richmond,10.12,win
2014,R6,27/4/2014,Hawthorn,18.1,6,Richmond,7.1,win
2014,R9,17/5/2014,Melbourne,14.7,9,Richmond,9.2,win
2014,R1,22/3/2014,Melbourne,6.15,1,St Kilda,10.8,lost
2014,R11,30/5/2014,Collingwood,21.14,11,St Kilda,8.6,win
2014,R14,22/6/2014,West Coast,15.13,14,St Kilda,10.1,win
2014,R15,28/6/2014,Richmond,18.9,15,St Kilda,11.7,win
2014,R18,19/7/2014,Fremantle,9.6,18,St Kilda,17.16,lost
2014,R2,29/3/2014,Greater Western Sydney,13.1,2,St Kilda,15.5,lost
2014,R20,10/8/2014,Western Bulldogs,18.14,20,St Kilda,15.9,win
2014,R4,13/4/2014,Adelaide,20.16,4,St Kilda,7.8,win
2014,R6,25/4/2014,Brisbane Lions,12.1,6,St Kilda,11.13,win
2014,R8,12/5/2014,Carlton,15.11,8,St Kilda,9.15,win
2014,R9,18/5/2014,Gold Coast,19.11,9,St Kilda,13.9,win
2014,GF,27/9/2014,Hawthorn,21.11,29,Sydney,11.8,win
2014,PF,19/9/2014,North Melbourne,9.11,28,Sydney,19.22,lost
2014,QF,6/9/2014,Fremantle,10.9,26,Sydney,13.15,lost
2014,R11,29/5/2014,Geelong,5.8,11,Sydney,22.16,lost
2014,R13,14/6/2014,Port Adelaide,13.16,13,Sydney,14.14,lost
2014,R15,28/6/2014,Greater Western Sydney,8.12,15,Sydney,15.16,lost
2014,R17,12/7/2014,Carlton,7.9,17,Sydney,18.14,lost
2014,R19,1/8/2014,Essendon,8.9,19,Sydney,11.13,lost
2014,R2,29/3/2014,Collingwood,12.17,2,Sydney,10.9,win
2014,R21,16/8/2014,St Kilda,8.8,21,Sydney,19.13,lost
2014,R23,30/8/2014,Richmond,10.8,23,Sydney,9.11,win
2014,R4,13/4/2014,North Melbourne,13.13,4,Sydney,6.12,win
2014,R5,19/4/2014,Fremantle,11.9,5,Sydney,13.14,lost
2014,R8,9/5/2014,Hawthorn,13.1,8,Sydney,15.17,lost
2014,R1,23/3/2014,Western Bulldogs,11.3,1,West Coast,21.8,lost
2014,R11,1/6/2014,North Melbourne,12.1,11,West Coast,6.8,win
2014,R13,14/6/2014,Gold Coast,15.1,13,West Coast,15.13,lost
2014,R16,6/7/2014,Sydney,10.19,16,West Coast,7.9,win
2014,R18,25/7/2014,Richmond,8.11,18,West Coast,6.6,win
2014,R20,10/8/2014,Collingwood,10.6,20,West Coast,19.12,lost
2014,R22,23/8/2014,Melbourne,8.5,22,West Coast,18.11,lost
2014,R3,5/4/2014,St Kilda,8.1,3,West Coast,12.11,lost
2014,R5,19/4/2014,Port Adelaide,10.1,5,West Coast,7.14,win
2014,R7,4/5/2014,Fremantle,11.7,7,West Coast,7.12,win
2014,R8,11/5/2014,Greater Western Sydney,12.5,8,West Coast,30.8,lost
2014,R11,1/6/2014,Fremantle,13.11,11,Western Bulldogs,6.15,win
2014,R12,7/6/2014,Brisbane Lions,14.11,12,Western Bulldogs,13.9,win
2014,R15,29/6/2014,Melbourne,13.7,15,Western Bulldogs,14.7,lost
2014,R17,12/7/2014,Gold Coast,9.12,17,Western Bulldogs,13.16,lost
2014,R18,20/7/2014,Essendon,15.11,18,Western Bulldogs,14.1,win
2014,R2,30/3/2014,North Melbourne,12.11,2,Western Bulldogs,8.6,win
2014,R22,24/8/2014,Sydney,20.1,22,Western Bulldogs,9.13,win
2014,R23,31/8/2014,Greater Western Sydney,18.7,23,Western Bulldogs,15.19,win
2014,R3,5/4/2014,Richmond,15.8,3,Western Bulldogs,15.1,win
2014,R5,20/4/2014,Carlton,18.11,5,Western Bulldogs,13.13,win
2014,R6,27/4/2014,Adelaide,13.14,6,Western Bulldogs,12.11,win
2015,R1,5/4/2015,North Melbourne,9.9,1,Adelaide,21.14,lost
2015,R12,18/6/2015,Hawthorn,17.12,12,Adelaide,12.13,win
2015,R17,25/7/2015,Gold Coast,12.8,17,Adelaide,19.11,lost
2015,R19,7/8/2015,Richmond,8.4,19,Adelaide,11.22,lost
2015,R21,22/8/2015,Brisbane Lions,6.8,21,Adelaide,20.11,lost
2015,R22,30/8/2015,West Coast,10.9,22,Adelaide,19.12,lost
2015,R3,18/4/2015,Melbourne,7.13,3,Adelaide,12.8,lost
2015,R5,3/5/2015,Port Adelaide,18.7,5,Adelaide,13.13,win
2015,R7,16/5/2015,St Kilda,10.13,7,Adelaide,18.11,lost
2015,R9,30/5/2015,Fremantle,10.8,9,Adelaide,7.15,win
2015,R1,4/4/2015,Collingwood,12.14,1,Brisbane Lions,11.8,win
2015,R13,27/6/2015,Adelaide,11.16,13,Brisbane Lions,10.9,win
2015,R15,12/7/2015,Sydney,10.1,15,Brisbane Lions,7.7,win
2015,R17,25/7/2015,North Melbourne,16.14,17,Brisbane Lions,5.8,win
2015,R19,8/8/2015,Gold Coast,17.12,19,Brisbane Lions,14.16,win
2015,R20,15/8/2015,Carlton,9.13,20,Brisbane Lions,20.11,lost
2015,R23,5/9/2015,Western Bulldogs,19.8,23,Brisbane Lions,19.16,win
2015,R3,18/4/2015,Richmond,21.11,3,Brisbane Lions,8.1,win
2015,R4,26/4/2015,West Coast,17.16,4,Brisbane Lions,9.11,win
2015,R7,17/5/2015,Port Adelaide,8.17,7,Brisbane Lions,15.12,lost
2015,R9,31/5/2015,St Kilda,16.12,9,Brisbane Lions,13.8,win
2015,R1,2/4/2015,Richmond,15.15,1,Carlton,11.12,win
2015,R10,6/6/2015,Adelaide,14.15,10,Carlton,14.6,lost
2015,R12,20/6/2015,Port Adelaide,16.1,12,Carlton,17.8,lost
2015,R13,28/6/2015,Gold Coast,9.15,13,Carlton,14.19,lost
2015,R17,24/7/2015,Hawthorn,27.11,17,Carlton,4.11,win
2015,R18,1/8/2015,North Melbourne,18.1,18,Carlton,8.6,win
2015,R21,23/8/2015,Melbourne,7.13,21,Carlton,12.6,lost
2015,R3,18/4/2015,Essendon,16.9,3,Carlton,11.18,win
2015,R5,1/5/2015,Collingwood,18.12,5,Carlton,6.9,win
2015,R6,10/5/2015,Brisbane Lions,12.12,6,Carlton,11.9,win
2015,R7,16/5/2015,Greater Western Sydney,19.21,7,Carlton,9.3,win
2015,R11,14/6/2015,Greater Western Sydney,11.11,11,Collingwood,18.11,lost
2015,R14,3/7/2015,Hawthorn,15.11,14,Collingwood,12.19,win
2015,R16,18/7/2015,West Coast,11.21,16,Collingwood,7.14,win
2015,R18,1/8/2015,Melbourne,13.13,18,Collingwood,7.12,win
2015,R19,8/8/2015,Carlton,13.9,19,Collingwood,16.9,lost
2015,R2,11/4/2015,Adelaide,12.18,2,Collingwood,9.9,win
2015,R21,22/8/2015,Richmond,23.9,21,Collingwood,7.14,win
2015,R23,6/9/2015,Essendon,14.11,23,Collingwood,14.8,lost
2015,R3,17/4/2015,St Kilda,10.6,3,Collingwood,21.14,lost
2015,R6,8/5/2015,Geelong,15.1,6,Collingwood,8.11,win
2015,R9,31/5/2015,North Melbourne,14.11,9,Collingwood,17.1,lost
2015,R10,6/6/2015,Geelong,19.8,10,Essendon,7.11,win
2015,R14,5/7/2015,St Kilda,25.12,14,Essendon,8.4,win
2015,R15,11/7/2015,Melbourne,7.18,15,Essendon,10.9,lost
2015,R17,25/7/2015,Port Adelaide,20.9,17,Essendon,17.14,win
2015,R18,2/8/2015,Western Bulldogs,19.13,18,Essendon,5.1,win
2015,R2,12/4/2015,Hawthorn,11.1,2,Essendon,12.6,lost
2015,R20,15/8/2015,Adelaide,27.9,20,Essendon,8.11,win
2015,R22,29/8/2015,Richmond,10.14,22,Essendon,7.5,win
2015,R4,25/4/2015,Collingwood,9.15,4,Essendon,6.13,win
2015,R7,15/5/2015,North Melbourne,13.15,7,Essendon,12.1,win
2015,R8,24/5/2015,Brisbane Lions,12.6,8,Essendon,21.1,lost
2015,PF,25/9/2015,Hawthorn,15.4,28,Fremantle,10.7,win
2015,QF,12/9/2015,Sydney,7.18,26,Fremantle,10.9,lost
2015,R1,5/4/2015,Port Adelaide,10.8,1,Fremantle,11.9,lost
2015,R10,5/6/2015,Richmond,15.7,10,Fremantle,10.1,win
2015,R13,25/6/2015,Collingwood,11.7,13,Fremantle,12.8,lost
2015,R14,5/7/2015,Brisbane Lions,7.6,14,Fremantle,13.6,lost
2015,R16,18/7/2015,Carlton,8.5,16,Fremantle,13.17,lost
2015,R18,2/8/2015,Greater Western Sydney,9.9,18,Fremantle,12.12,lost
2015,R20,16/8/2015,West Coast,15.14,20,Fremantle,11.14,win
2015,R22,30/8/2015,Melbourne,8.6,22,Fremantle,17.6,lost
2015,R4,25/4/2015,Sydney,8.12,4,Fremantle,11.8,lost
2015,R6,9/5/2015,Essendon,7.1,6,Fremantle,12.8,lost
2015,R8,23/5/2015,North Melbourne,5.12,8,Fremantle,17.13,lost
2015,R12,21/6/2015,Melbourne,18.5,12,Geelong,13.11,win
2015,R16,18/7/2015,Western Bulldogs,9.1,16,Geelong,10.12,lost
2015,R18,1/8/2015,Brisbane Lions,8.9,18,Geelong,17.11,lost
2015,R19,8/8/2015,Sydney,9.9,19,Geelong,14.11,lost
2015,R2,12/4/2015,Fremantle,15.14,2,Geelong,9.6,win
2015,R20,15/8/2015,Hawthorn,19.7,20,Geelong,12.13,win
2015,R22,28/8/2015,Collingwood,17.8,22,Geelong,9.8,win
2015,R23,5/9/2015,Adelaide,11.14,23,Geelong,17.17,lost
2015,R3,19/4/2015,Gold Coast,13.18,3,Geelong,16.9,lost
2015,R4,26/4/2015,North Melbourne,12.11,4,Geelong,9.13,win
2015,R8,22/5/2015,Carlton,9.9,8,Geelong,22.8,lost
2015,R10,6/6/2015,Sydney,13.15,10,Gold Coast,5.11,win
2015,R11,13/6/2015,Fremantle,6.17,11,Gold Coast,7.4,lost
2015,R14,4/7/2015,North Melbourne,10.1,14,Gold Coast,19.11,lost
2015,R16,18/7/2015,Greater Western Sydney,13.16,16,Gold Coast,12.7,win
2015,R18,1/8/2015,West Coast,11.17,18,Gold Coast,12.11,lost
2015,R2,11/4/2015,St Kilda,16.8,2,Gold Coast,10.16,win
2015,R21,22/8/2015,Essendon,14.11,21,Gold Coast,14.13,lost
2015,R22,29/8/2015,Port Adelaide,12.16,22,Gold Coast,7.9,win
2015,R5,2/5/2015,Brisbane Lions,7.12,5,Gold Coast,18.1,lost
2015,R6,9/5/2015,Adelaide,18.11,6,Gold Coast,11.12,win
2015,R8,23/5/2015,Collingwood,20.12,8,Gold Coast,9.9,win
2015,R10,7/6/2015,Brisbane Lions,10.7,10,Greater Western Sydney,14.13,lost
2015,R12,20/6/2015,North Melbourne,18.9,12,Greater Western Sydney,8.13,win
2015,R15,12/7/2015,St Kilda,6.13,15,Greater Western Sydney,12.12,lost
2015,R17,25/7/2015,Geelong,9.15,17,Greater Western Sydney,6.6,win
2015,R19,9/8/2015,Essendon,8.13,19,Greater Western Sydney,14.9,lost
2015,R2,11/4/2015,Melbourne,8.8,2,Greater Western Sydney,15.11,lost
2015,R21,22/8/2015,Sydney,20.13,21,Greater Western Sydney,6.8,win
2015,R22,29/8/2015,Carlton,7.9,22,Greater Western Sydney,20.12,lost
2015,R4,25/4/2015,Gold Coast,7.11,4,Greater Western Sydney,16.23,lost
2015,R6,9/5/2015,Hawthorn,14.14,6,Greater Western Sydney,16.12,lost
2015,R8,23/5/2015,Adelaide,12.12,8,Greater Western Sydney,16.12,lost
2015,R1,6/4/2015,Geelong,8.13,1,Hawthorn,17.21,lost
2015,R13,27/6/2015,Essendon,11.1,13,Hawthorn,16.18,lost
